Item #	Pic File	Name	Value	Equip Stat	Skill Group	Mod1	Mod2	material	ID/Rep/St	Not identified name	Sprite Index	VarA	VarB	Equip X	Equip Y	Notes
100	item100	Ledergürtel	40	Belt	Misc	0	0	3	1	Gürtel	28	0	0	0	0	Ein Bauerngürtel. Dieser wurde aus schlecht behandeltem Leder und eisernen Nieten gefertigt.
101	item101	Feiner Gürtel	100	Belt	Misc	0	0	3	4	Gürtel	28	0	0	0	0	Ein gut gearbeiteter Gürtel aus braunem Leder und feinen Stickereien. Die Schnalle ist aus poliertem Silber.
102	item102	Waffengürtel	225	Belt	Misc	0	0	3	8	Gürtel	28	0	0	0	0	Ein zäher, aber hochwertiger Gürtel. Er wurde vermutlich in Westerathia angefertigt.
103	item103	Silbergürtel	450	Belt	Misc	0	0	3	12	Gürtel	28	0	0	0	0	Ein wirklich hübsch gemachter Silbergürtel. Er ist zwar schon alt, aber gut gepflegt. Das Silber ist an keiner Stelle angelaufen, nur um die Schnalle herum ist er ein wenig abgetragen.
104	item104	Vergoldeter Gürtel	600	Belt	Misc	0	0	3	16	Gürtel	28	0	0	0	0	Dieser Gürtel ist extrem auffällig. Er wurde aus 14 Karat Gold hergestellt. In jedes Glied wurde ein anderes, einfach gearbeitetes Gesicht eingeprägt. Geschmacklos, aber wertvoll.
105	item105	Lederumhang	50	Cloak	Misc	1	0	2	2	Umhang	29	0	0	0	0	Ein einfacher Wandersmann - Umhang.
106	item106	Jagdumhang	150	Cloak	Misc	1	2	2	5	Umhang	29	0	0	0	0	Der Jagdumhang ist in grünen Farben gehalten, um den Träger im Wald besser zu tarnen. Er ist nicht sehr ansehnlich, erfüllt jedoch seinen Zweck.
107	item107	Rangerumhang	250	Cloak	Misc	1	4	2	9	Umhang	29	0	0	0	0	Diese Umhänge sind die traditionelle Bekleidung der Elfenranger. Sie werden aus Pflanzenfasern des tulareanischen Waldes gewoben.
108	item108	Eleganter Umhang	450	Cloak	Misc	1	6	2	14	Umhang	29	0	0	0	0	Dieser Umhang entspricht der von Wohlhabenden und Adligen bevorzugten Güte. Es ist nicht leicht, einen schöneren zu finden.
109	item109	Prächtiger Umhang	750	Cloak	Misc	1	8	2	20	Umhang	29	0	0	0	0	Die meisten dieser Umhänge sind mit irgendeiner Art Verzauberung versehen. Die Hexer von Nighon beschäftigten Legionen geistig versklavter Diener, um die eintönige Arbeit des Webens und der rituellen Zauber zu erledigen.
110	item110	Handschuh	100	Gauntlets	Misc	3	0	6	2	Handschuh	30	0	0	0	0	Eisenhandschuhe von geringer Güte, die mit Stoff gefüttert sind, um Abschürfungen zu verhindern.
111	item111	Stahl - Handschuh	250	Gauntlets	Misc	3	3	6	5	Handschuh	30	0	0	0	0	Dieses Paar Handschuhe ist aus Stahl geschmiedet und wird von Intarsien, um die Handfläche herum und auf dem Handrücken, verziert. Es ist gut gepflegt und eingeölt.
112	item112	Silberner Kettenhandschuh	450	Gauntlets	Misc	3	5	6	9	Handschuh	30	0	0	0	0	"Diese Handschuhe wurden von den Zwergen in Steinstadt geschmiedet und gewoben; sie sind von besonders guter Qualität. Sie bieten sowohl Beweglichkeit, wie starken Schutz. Das einzige Problem ist, daß die Haut des Trägers sich in den Maschen einklemmen kann, was zu schmerzhaften Quetschungen führen kann."
113	item113	Drachenschuppen - Handschuh	650	Gauntlets	Misc	3	7	6	14	Handschuh	30	0	0	0	0	Diese hochwertigen Handschuhe bieten Beweglichkeit und Schutz. Die Gelenke sind verstärkt, gewährleisten aber dennoch beinahe die volle Bewegungsfreiheit.
114	item114	Mogred - Handschuh	850	Gauntlets	Misc	3	9	6	20	Handschuh	30	0	0	0	0	Das Mogredfell aus Karigor, aus dem diese Handschuhe gemacht sind, ist zäh, beweglich und magieresistent. Aus den beiden roten Punkten wuchsen giftige Stachel.
115	item115	Lederstiefel	50	Boots	Misc	2	0	3	2	Stiefel	31	0	0	0	0	Diese Stiefel sind aus angenehm weichen Leder, allerdings bieten sie im Kampf kaum Schutz.
116	item116	Stahlstiefel	250	Boots	Misc	2	4	3	5	Stiefel	31	0	0	0	0	Dieses Paar Lederstiefel wird durch Stahlplatten am Fuß und am Schienbein verstärkt.
117	item117	Rangerstiefel	450	Boots	Misc	2	6	3	9	Stiefel	31	0	0	0	0	Ein hochwertiges Paar erathianischer Lederstiefel. Es ist typisch für die erathianisch Herstellung, daß die Stiefel weich, wasserabweisend und leise sind.
118	item118	Ritterstiefel	650	Boots	Misc	2	8	3	14	Stiefel	31	0	0	0	0	Diese polierten und mit Samt gefütterten Silberstiefel sind leichter und wesentlich angenehmer zu tragen, als die normalen eisernen Stiefel. Auch sehen sie ziemlich gut aus.
119	item119	Paladinstiefel	850	Boots	Misc	2	10	3	20	Stiefel	31	0	0	0	0	Dieses Paar Silberstiefel wurde in der Schmiede von Byron Rockermann geschaffen und gehört zu den besten der Welt. Sie sind unglaublich stark, jedoch angenehm zu tragen und beweglich.
120	item120	Messingring	100	Ring	Misc	0	0	7	2	Ring	32	0	0	0	0	Ein von Grünspan befallener Messingring. Aufpoliert könnte man ihn verkaufen, allerdings wird man nicht viel dafür bekommen.
121	item121	Perlenring	300	Ring	Misc	0	0	7	4	Ring	32	0	0	0	0	Eine große, allerdings unvollkommene Perle sticht aus dem ansonsten unauffälligen Ring hervor.
122	item122	Platinring	500	Ring	Misc	0	0	7	6	Ring	32	0	0	0	0	Der Ring erscheint auf den ersten Blick aus Silber, er ist aber aus Platin. Der Edelstein ist ein kleiner, geschliffener Diamant.
123	item123	Smaragdring	700	Ring	Misc	0	0	7	8	Ring	32	0	0	0	0	Ein großer, geschnittener Smaragd ziert diesen ansonsten glatten Silberring.
124	item124	Saphirring	900	Ring	Misc	0	0	7	10	Ring	32	0	0	0	0	Drei kleine Saphire sind oben an diesem silbernen und goldenen Ring eingelassen. Ringe dieser Qualität sind oft verzaubert.
125	item125	Hexerring	1100	Ring	Misc	0	0	7	12	Ring	32	0	0	0	0	Die komplexe und schrille Anordnung von Amethysten auf Platin kann gefallen, wenn einem solch eine Art Schmuck zusagt.
126	item126	Verzauberter Ring	1300	Ring	Misc	0	0	7	14	Ring	32	0	0	0	0	Ein seltener Stein - im - Stein aus Smaragd und Granat ist in einen feinen Goldring eingelassen.
127	item127	Blendender Ring	1500	Ring	Misc	0	0	7	16	Ring	32	0	0	0	0	Eine wunderschöne Anordnung von Rubinen und Smaragden in Rosenform auf goldenem Grund. Der Ring selbst ist Platin.
128	item128	Zaubererring	1700	Ring	Misc	0	0	7	18	Ring	32	0	0	0	0	Die drei in Silber gesetzten, reinen Granate täuschen über die Verzauberungen zur Herstellungen dieses Ringes hinweg. Langes Tragen des Ringes macht die Hand kribbelig.
129	item129	Engelsring	2000	Ring	Misc	0	0	7	20	Ring	32	0	0	0	0	Ein wirklich fremdartiger brauner Stein (versteinertes Holz?) ist in ein Metall eingelassen, das wie Gold aussieht, aber deutlich leichter ist.
130	item130	Augenamulett	500	Amulet	Misc	0	0	4	2	Amulett	33	0	0	0	0	Dieses seltsame Amulett trägt ein gläsernes Auge am Ende einer billigen Messingkette. Ein Scherzartikel, also wahrscheinlich nicht besonders wertvoll.
131	item131	Bronzeamulett	750	Amulet	Misc	0	0	4	5	Amulett	33	0	0	0	0	Ein barockes Bronzeamulett mit schlechter Gravur auf seiner Vorderseite. Billig und geschmacklos.
132	item132	Hexenamulett	1000	Amulet	Misc	0	0	4	9	Amulett	33	0	0	0	0	Die Gußform eines Abdrucks der Hand eines Kleinkindes wurde zur Herstellung dieses seltsamen Silberamulettes benutzt. Nicht zu bestimmende Symbole zieren die Mitte des Amulettes.
133	item133	Totenschädel - Anhänger	1250	Amulet	Misc	0	0	4	14	Amulett	33	0	0	0	0	Geradewegs aus Deyja ist diese Art Gegenstand genau das, was sie von Totenbeschwörern erwarten würden. Der silberne Kopf in der Mitte wurde als Abdruck eines echten, geschrumpften Schädels geformt. Die kleinen Rubine in den Augenhöhlen funkeln in der Dunkelheit.
134	item134	Sonnenamulett	1500	Amulet	Misc	0	0	4	20	Amulett	33	0	0	0	0	Ein prächtiges goldenes Amulett mit arkanen Symbolen der Sonne in der Mitte. Dieses Amulett stammt aus Karigor und seine Verarbeitung ist tadellos.
135	item135	Stab des Feuers	1000	WeaponW	Misc	S2	35	3	10	Zauberstab	34	0	0	-10	30	Die magischen Rituale, die zur Herstellung dieses Stabes eingesetzt wurden, haben ihn himmelblau gefärbt. Er besteht aus Holz und Glas. Um einen Zauberstab zu verwenden, muß er wie eine Fernwaffe getragen werden.
136	item135	Stab der Verlangsamung	1000	WeaponW	Misc	S35	35	3	10	Zauberstab	34	0	0	-10	30	Die magischen Rituale, die zur Herstellung dieses Stabes eingesetzt wurden, haben ihn himmelblau gefärbt. Er besteht aus Holz und Glas. Um einen Zauberstab zu verwenden, muß er wie eine Fernwaffe getragen werden.
137	item135	Stab des Giftes	1000	WeaponW	Misc	S24	35	3	10	Zauberstab	34	0	0	-10	30	Die magischen Rituale, die zur Herstellung dieses Stabes eingesetzt wurden, haben ihn himmelblau gefärbt. Er besteht aus Holz und Glas. Um einen Zauberstab zu verwenden, muß er wie eine Fernwaffe getragen werden.
138	item135	Stab der Betäubung	1000	WeaponW	Misc	S34	35	3	10	Zauberstab	34	0	0	-10	30	Die magischen Rituale, die zur Herstellung dieses Stabes eingesetzt wurden, haben ihn himmelblau gefärbt. Er besteht aus Holz und Glas. Um einen Zauberstab zu verwenden, muß er wie eine Fernwaffe getragen werden.
139	item135	Stab des Verletzens	1000	WeaponW	Misc	S70	35	3	10	Zauberstab	34	0	0	-10	30	Die magischen Rituale, die zur Herstellung dieses Stabes eingesetzt wurden, haben ihn himmelblau gefärbt. Er besteht aus Holz und Glas. Um einen Zauberstab zu verwenden, muß er wie eine Fernwaffe getragen werden.
140	item136	Feenstab des Lichts	1500	WeaponW	Misc	S78	30	3	14	Zauberstab	34	0	0	-10	30	Ein hölzerner Zauberstab, der grün bemalt und mit Messing verziert wurde. Den Kopf des Stabes bildet ein großer, geschliffener Smaragd. Um einen Zauberstab zu verwenden, muß er wie eine Fernwaffe getragen werden.
141	item136	Feenstab des Eises	1500	WeaponW	Misc	S26	30	3	14	Zauberstab	34	0	0	-10	30	Ein hölzerner Zauberstab, der grün bemalt und mit Messing verziert wurde. Den Kopf des Stabes bildet ein großer, geschliffener Smaragd. Um einen Zauberstab zu verwenden, muß er wie eine Fernwaffe getragen werden.
142	item136	Feenstab des Charmes	1500	WeaponW	Misc	S60	30	3	14	Zauberstab	34	0	0	-10	30	Ein hölzerner Zauberstab, der grün bemalt und mit Messing verziert wurde. Den Kopf des Stabes bildet ein großer, geschliffener Smaragd. Um einen Zauberstab zu verwenden, muß er wie eine Fernwaffe getragen werden.
143	item136	Feenstab des Geistes	1500	WeaponW	Misc	S57	30	3	14	Zauberstab	34	0	0	-10	30	Ein hölzerner Zauberstab, der grün bemalt und mit Messing verziert wurde. Den Kopf des Stabes bildet ein großer, geschliffener Smaragd. Um einen Zauberstab zu verwenden, muß er wie eine Fernwaffe getragen werden.
144	item136	Feenstab der Schwärme	1500	WeaponW	Misc	S37	30	3	14	Zauberstab	34	0	0	-10	30	Ein hölzerner Zauberstab, der grün bemalt und mit Messing verziert wurde. Den Kopf des Stabes bildet ein großer, geschliffener Smaragd. Um einen Zauberstab zu verwenden, muß er wie eine Fernwaffe getragen werden.
145	item137	Einhornstab des Feuers	2000	WeaponW	Misc	S6	25	3	18	Zauberstab	34	0	0	-5	30	Der Stab ist aus dem ausgehöhlten Horn eines Einhornes gemacht und sein Kopfstück wird von einer - mit Stacheln bewehrten - Messingkugel geziert. Stäbe wie dieser sind mit purer Bösartigkeit und Grausamkeit hergestellt. Jedoch sind ihrer Verzauberungen durchaus brauchbar. Es stellt sich nun die Frage, ob man der Meinung ist, daß der Zweck den Einsatz eines so niederträchtig hergestellten Gegenstandes rechtfertigt. Um einen Zauberstab zu verwenden, muß er wie eine Fernwaffe getragen werden.
146	item137	Einhornstab der Säure	2000	WeaponW	Misc	S29	25	3	18	Zauberstab	34	0	0	-5	30	Der Stab ist aus dem ausgehöhlten Horn eines Einhornes gemacht und sein Kopfstück wird von einer - mit Stacheln bewehrten - Messingkugel geziert. Stäbe wie dieser sind mit purer Bösartigkeit und Grausamkeit hergestellt. Jedoch sind ihrer Verzauberungen durchaus brauchbar. Es stellt sich nun die Frage, ob man der Meinung ist, daß der Zweck den Einsatz eines so niederträchtig hergestellten Gegenstandes rechtfertigt. Um einen Zauberstab zu verwenden, muß er wie eine Fernwaffe getragen werden.
147	item137	Einhornstab der Blitze	2000	WeaponW	Misc	S18	25	3	18	Zauberstab	34	0	0	-5	30	Der Stab ist aus dem ausgehöhlten Horn eines Einhornes gemacht und sein Kopfstück wird von einer - mit Stacheln bewehrten - Messingkugel geziert. Stäbe wie dieser sind mit purer Bösartigkeit und Grausamkeit hergestellt. Jedoch sind ihrer Verzauberungen durchaus brauchbar. Es stellt sich nun die Frage, ob man der Meinung ist, daß der Zweck den Einsatz eines so niederträchtig hergestellten Gegenstandes rechtfertigt. Um einen Zauberstab zu verwenden, muß er wie eine Fernwaffe getragen werden.
148	item137	Einhornstab der Klingen	2000	WeaponW	Misc	S39	25	3	18	Zauberstab	34	0	0	-5	30	Der Stab ist aus dem ausgehöhlten Horn eines Einhornes gemacht und sein Kopfstück wird von einer - mit Stacheln bewehrten - Messingkugel geziert. Stäbe wie dieser sind mit purer Bösartigkeit und Grausamkeit hergestellt. Jedoch sind ihrer Verzauberungen durchaus brauchbar. Es stellt sich nun die Frage, ob man der Meinung ist, daß der Zweck den Einsatz eines so niederträchtig hergestellten Gegenstandes rechtfertigt. Um einen Zauberstab zu verwenden, muß er wie eine Fernwaffe getragen werden.
149	item137	Arkaner Stab des Schockes	2000	WeaponW	Misc	S65	25	3	18	Zauberstab	34	0	0	-5	30	Ein Stab aus poliertem Ebenholz mit einem Kopfstück aus dem geschrumpften Schädel eines besiegten Feindes. Diese Stäbe können mit mächtigen Zaubern belegt sein. Um einen Zauberstab zu verwenden, muß er wie eine Fernwaffe getragen werden.
150	item138	Arkaner Stab des Blasters	2500	WeaponW	Misc	S32	20	3	22	Zauberstab	34	0	0	-1	30	Ein Stab aus poliertem Ebenholz mit einem Kopfstück aus dem geschrumpften Schädel eines besiegten Feindes. Diese Stäbe können mit mächtigen Zaubern belegt sein. Um einen Zauberstab zu verwenden, muß er wie eine Fernwaffe getragen werden.
151	item138	Arkaner Stab der Faust	2500	WeaponW	Misc	S76	20	3	22	Zauberstab	34	0	0	-1	30	Ein Stab aus poliertem Ebenholz mit einem Kopfstück aus dem geschrumpften Schädel eines besiegten Feindes. Diese Stäbe können mit mächtigen Zaubern belegt sein. Um einen Zauberstab zu verwenden, muß er wie eine Fernwaffe getragen werden.
152	item138	Arkaner Stab der Steine	2500	WeaponW	Misc	S41	20	3	22	Zauberstab	34	0	0	-1	30	Ein Stab aus poliertem Ebenholz mit einem Kopfstück aus dem geschrumpften Schädel eines besiegten Feindes. Diese Stäbe können mit mächtigen Zaubern belegt sein. Um einen Zauberstab zu verwenden, muß er wie eine Fernwaffe getragen werden.
153	item138	Arkaner Stab der Lähmung	2500	WeaponW	Misc	S81	20	3	22	Zauberstab	34	0	0	-1	30	Ein Stab aus poliertem Ebenholz mit einem Kopfstück aus dem geschrumpften Schädel eines besiegten Feindes. Diese Stäbe können mit mächtigen Zaubern belegt sein. Um einen Zauberstab zu verwenden, muß er wie eine Fernwaffe getragen werden.
154	item138	Arkaner Stab der Nebel	2500	WeaponW	Misc	S90	20	3	22	Zauberstab	34	0	0	-1	30	Ein Stab aus poliertem Ebenholz mit einem Kopfstück aus dem geschrumpften Schädel eines besiegten Feindes. Diese Stäbe können mit mächtigen Zaubern belegt sein. Um einen Zauberstab zu verwenden, muß er wie eine Fernwaffe getragen werden.
155	item139	Stab der Implosion	3000	WeaponW	Misc	S20	15	3	26	Zauberstab	34	0	0	5	35	Das wertvolle Ei eines Phönix wurde dem Feuer entrissen, bevor es ausgebrütet werden konnte, und dient jetzt diesem Stab als Kopfstück. Der Rest des Stabes besteht aus Stahl, der mit Gold beschichtet wurde. Um einen Zauberstab zu verwenden, muß er wie eine Fernwaffe getragen werden.
156	item139	Stab der Entstellung	3000	WeaponW	Misc	S44	15	3	26	Zauberstab	34	0	0	5	35	Das wertvolle Ei eines Phönix wurde dem Feuer entrissen, bevor es ausgebrütet werden konnte, und dient jetzt diesem Stab als Kopfstück. Der Rest des Stabes besteht aus Stahl, der mit Gold beschichtet wurde. Um einen Zauberstab zu verwenden, muß er wie eine Fernwaffe getragen werden.
157	item139	Stab der Stahlsplitter	3000	WeaponW	Misc	S93	15	3	26	Zauberstab	34	0	0	5	35	Das wertvolle Ei eines Phönix wurde dem Feuer entrissen, bevor es ausgebrütet werden konnte, und dient jetzt diesem Stab als Kopfstück. Der Rest des Stabes besteht aus Stahl, der mit Gold beschichtet wurde. Um einen Zauberstab zu verwenden, muß er wie eine Fernwaffe getragen werden.
158	item139	Stab des Schrumpfens	3000	WeaponW	Misc	S92	15	3	26	Zauberstab	34	0	0	5	35	Das wertvolle Ei eines Phönix wurde dem Feuer entrissen, bevor es ausgebrütet werden konnte, und dient jetzt diesem Stab als Kopfstück. Der Rest des Stabes besteht aus Stahl, der mit Gold beschichtet wurde. Um einen Zauberstab zu verwenden, muß er wie eine Fernwaffe getragen werden.
159	item139	Stab des Verbrennens	3000	WeaponW	Misc	S11	15	3	26	Zauberstab	34	0	0	5	35	Das wertvolle Ei eines Phönix wurde dem Feuer entrissen, bevor es ausgebrütet werden konnte, und dient jetzt diesem Stab als Kopfstück. Der Rest des Stabes besteht aus Stahl, der mit Gold beschichtet wurde. Um einen Zauberstab zu verwenden, muß er wie eine Fernwaffe getragen werden.
160	itemrobp	Pilgerrobe	50	Armor	Misc	1	0	2	1	Robe	152	0	0	0	0	Einfach aus grobem Stoff genäht, sieht man solche Kleidung häufig bei Pilgern und anderen Wanderern. Die Robe schützt vor Kälte und Wetter, ist aber im Kampf fast nutzlos. Zumindest behindert sie den Träger nicht, im Gegensatz zu einer richtigen Rüstung.		
161	itemrobm	Kampfrobe	250	Armor	Misc	1	1	2	8	Robe	152	0	0	0	0	Roben wie diese werden oft von Mönchen und anderen Kampfkunstpraktikern getragen. Obwohl der verzierte Stoff kaum vor Schlägen schützt, behindert er auch nicht dabei, ihnen auszuweichen. Einige Roben verfügen auch über eine nützliche Verzauberung.		
162	itemrobw	Zaubererrobe	450	Armor	Misc	1	2	2	16	Robe	152	0	0	0	0	Diese Mode ist unter Zauberern aus Bracada beliebt. Solche Roben haben sowohl zeremoniellen als auch praktischen Zweck: Die Kleidung lässt sich leicht verzaubern, insbesondere mit verstärkenden Eigenschaften, und viele Zauberer ziehen diese Verzauberungen dem zweifelhaften Schutz von Leder vor.		
163	itemtk1	Wurfmesser	40	Missile	Dagger	2d2	0	4	1	Messer	153	0	0	25	-85	Eine Kiste mit Wurfmessern. Geringere Reichweite und weniger Schaden als Pfeile, dafür schneller zu ziehen und leichter zu beherrschen. Um verbrauchte Messer zu reparieren, klicken Sie bei gedrückter Strg-Taste auf den Gegenstand.
164	itemtk2	Lebendige Holzmesser	200	Missile	Dagger	2d2	3	4	6	Messer	153	0	0	24	-86	Verzauberte Wurfmesser aus Elfenhand. Neue Messer wachsen mit der Zeit nach, um die verlorenen zu ersetzen, aber diese Magie kann durch andere starke Verzauberungen unterdrückt werden. Um verbrauchte Messer zu reparieren, klicken Sie bei gedrückter Strg-Taste auf den Gegenstand.
165	itemtk3	Bumerangmesser	400	Missile	Dagger	2d2	6	4	12	Messer	5	0	0	-3	-80	Ein prächtiges Wurfmesser, hergestellt von Schmieden aus Bracada. Durch die Telekinese Verzauberung kommt das Messer nach dem Werfen zu seinem Besitzer zurück.
166	brsknuck	Schlagring	80	Gauntlets	Unarmed	1d7	0	6	1	Kampfhandschuhe	30	0	0	0	0	Eine für den Nahkampf angepasste Handwaffe, die um die Knöchel getragen wird und bei Mönchen und Schlägern gleichermaßen beliebt ist. Trotz des Namens ist dieses Paar aus Stahl geschmiedet.
